受注番号,商品コード,個数
286314-20220707-0152710945,null-honey-wax2,1
286314-20220707-0175910941,null-deodorant-gel,2
286314-20220707-0043510958,null-roland-bb-b,1
286314-20220707-0957810895,null-bodywash-re,2
286314-20220707-0856210913,null-remover-vio,1
286314-20220707-0757010921,nalc-milklotion-f,1
286314-20220707-0170710940,nalc-milklotion-f,1
286314-20220707-0798710917,null-roland-bb-b,1
286314-20220707-0990410875,feel_natural-f-cocoa,1
286314-20220707-0857610906,feel_natural_plane,1
286314-20220707-0857610906,feel_natural-f-cocoa,3
286314-20220707-0924210881,makebalance-plane,1
286314-20220707-0295510933,think_simple-wpi,2
286314-20220707-0948510877,null-deodorant-gel,1
286314-20220707-0898510878,make_balance-f-cocoa,1
286314-20220707-0883410890,think_simple-wpi,2
286314-20220707-0839610902,null-sunscreen,1
286314-20220707-0903210894,daily_basic-f-banana,1
286314-20220707-0144510937,null-handcream-01,1
286314-20220707-0781310915,null-remover-vio,1
286314-20220707-0829410905,think_simple-wpi,1
286314-20220707-0823010904,null-remover-vio,1
286314-20220707-0948110870,think_simple-wpi,2
286314-20220707-0865310895,null-remover-vio,1
286314-20220707-0566710924,null-roland-bb-l,1
286314-20220707-0767910913,null-facemilk,1
286314-20220707-0016010942,null-deodorant-gel,1
286314-20220707-0926510867,nalc-facewash,1
286314-20220707-0851710885,null-sunscreen,1
286314-20220707-0350510930,daily_basic-f-coffee,1
286314-20220707-0828610889,think_simple-wpi,2
286314-20220707-0668910917,nalc-threeprotectgel,1
286314-20220707-0984210855,null-perfume-cream,1
286314-20220707-0833010877,null-deodorant-gel,1
286314-20220707-0845210873,nalc-milklotion-f,1
286314-20220707-0805210883,null-deodorant-gel,2
286314-20220707-0928010857,null-naturalbb-02,1
286314-20220707-0750210893,make_balance-f-cocoa,1
286314-20220707-0687910904,daily_basic-f-coffee,1
286314-20220707-0933910856,nalc-sunscreen-f,2
286314-20220707-0329310928,null-sunscreen,1
286314-20220707-0850810861,DD-EFK-7D,1
286314-20220707-0605210915,make_balance-f-cocoa,1
286314-20220707-0602210915,daily_basic-f-coffee,1
286314-20220707-0789610866,daily_basic-f-coffee,1
286314-20220707-0630510908,think_simple-wpc,2
286314-20220707-0962110851,null-honey-wax2,1
286314-20220707-0336510926,null-remover-vio,1
286314-20220707-0630210906,nalc-sunscreen-f,1
286314-20220707-0638810899,null-remover-vio,1
286314-20220707-0271610928,null-honey-wax,1
286314-20220707-0595610912,daily_basic-f-coffee,1
286314-20220707-0158510931,DD-EK01RLF2,1
286314-20220707-0710210883,null-perfume-cream,1
286314-20220707-0693510882,null-acne-facewash-c,1
286314-20220707-0693510882,null-allinone-gel,1
286314-20220707-0538410918,null-bbcream,1
286314-20220707-0732610868,feel_natural-f-matcha,1
286314-20220707-0620210900,nalc-sunscreen-f,2
286314-20220707-0654710893,null-acne-facewash,1
286314-20220707-0654710893,null-facelotion,1
286314-20220707-0692210879,nalc-sunscreen-f,1
286314-20220707-0701210873,nalc-sunscreen-f,1
286314-20220707-0792810858,null-deodorant-gel,1
286314-20220707-0651710887,think_simple-wpi,1
286314-20220707-0012010933,null-shoepowder,2
286314-20220707-0593410898,null-remover-vio,1
286314-20220707-0863710853,make_balance-f-cocoa,1
286314-20220707-0648410864,null-allinone-gel,2
286314-20220707-0537010899,null-honey-wax2,1
286314-20220707-0062610931,null-remover-vio,1
286314-20220707-0615010879,null-shoepowder,1
286314-20220707-0506510906,null-allinone-gel,1
286314-20220707-0506510906,nalc-sunscreen-f,2
286314-20220707-0596810883,null-bbcream,1
286314-20220707-0702110858,daily_basic-f-strawberry,1
286314-20220707-0793110853,daily_basic-f-coffee,1
286314-20220707-0793110853,daily_basic-f-fruitsmix,1
286314-20220707-0380710916,think_simple-wpi,4
286314-20220707-0265610919,daily_basic-f-banana,1
286314-20220707-0407710902,null-sunscreen,1
286314-20220707-0430410897,null-remover-vio,1
286314-20220707-0327910915,daily_basic-plus_chocolate,1
286314-20220707-0363710903,nalc-sunscreen-f,1
286314-20220707-0363710903,nalc-facewash,1
286314-20220707-0288910916,null-set-vio,1
286314-20220707-0539010859,null-honey-wax2,1
286314-20220707-0419910875,null-remover-vio,1
286314-20220707-0223310914,null-remover-vio,1
286314-20220707-0019610924,null-sunscreen,1
286314-20220707-0166910917,nalc-threeprotectgel,1
286314-20220707-0312210880,null-honey-wax2,1
286314-20220707-0119110920,make_balance-f-cocoa,1
286314-20220707-0369410868,null-shoepowder,1
286314-20220707-0094010919,fixit-shaker-mb_aw,1
286314-20220707-0094010919,make_balance-f-cocoa,2
286314-20220707-0149010914,null-allinone-gel,1
286314-20220707-0076410920,null-bodywash-re,1
286314-20220707-0332010868,null-remover-vio,1
286314-20220707-0110510913,feel_natural-f-matcha,1
286314-20220707-0379610858,makebalance-plane,1
286314-20220707-0415310855,nalc-sunscreen-f,1
286314-20220707-0467410853,null-remover-vio,1
286314-20220707-0166510897,null-aftershave-lotion-c,1
286314-20220707-0166510897,null-remover-vio,1
286314-20220707-0748410843,null-deodorant-gel,1
286314-20220707-0113510901,null-collectivepen-02,1
286314-20220707-0736610842,null-set-vio,1
286314-20220707-0195410872,null-remover-vio,1
286314-20220707-0837410836,null-shoepowder,1
286314-20220707-0167410881,nalc-cleansingbalm,1
286314-20220707-0145810885,null-bodywash,1
286314-20220707-0120410896,daily_basic-f-banana,1
286314-20220707-0642810845,null-bodywash,1
286314-20220707-0118210883,null-remover-vio,1
286314-20220706-0167310866,nalc-threeprotectgel,1
286314-20220706-0167310866,nalc-facewash,1
286314-20220706-0158110868,null-remover-vio,1
286314-20220706-0004110907,make_balance-f-cocoa,3
286314-20220706-0158810863,make_balance-f-cocoa,1
286314-20220706-0051510893,null-honey-wax2,1
286314-20220706-0953010826,null-bodywash-re,1
286314-20220706-0272310855,shaker_300aw-green,1
286314-20220706-0272310855,daily_basic-f-fruitsmix,1
286314-20220706-0841510833,nalc-sunscreen-f,2
286314-20220706-0846710835,null-remover-vio,2
286314-20220706-0180110859,nalc-wrinklecream,2
286314-20220706-0079010873,null-honey-wax2,1
286314-20220706-0955510820,daily_basic-f-banana,1
286314-20220706-0192410858,daily_basic-f-coffee,1
286314-20220706-0326110852,null-remover-vio,1
286314-20220706-0235510855,null-remover-vio,1
286314-20220706-0590210841,nalc-threeprotectgel,1
286314-20220706-0986310806,daily_basic-f-coffee,1
286314-20220706-0033010878,nalc-facewash,1
286314-20220706-0870310827,null-honey-wax2,1
286314-20220706-0999210796,daily_basic-f-vanilla,1
286314-20220706-0999210796,think_simple-wpi,1
286314-20220706-0999210796,makebalance-plane,1
286314-20220706-0843210828,make_balance-f-cocoa,1
286314-20220706-0843210828,make_balance-f-matcha,1
286314-20220706-0843210828,makebalance-plane,1
286314-20220706-0813510830,daily_basic-f-strawberry,1
286314-20220706-0008010875,make_balance-f-cocoa,1
286314-20220706-0030410866,daily_basic-f-fruitsmix,1
286314-20220706-0942910801,null-perfume-cream,1
286314-20220706-0870110820,daily_basic-f-banana,1
286314-20220706-0802210828,nalc-milklotion-f,1
286314-20220706-0955310780,nalc-sunscreen-f,1
286314-20220706-0157310856,nalc-moistlotion,1
286314-20220706-0772510831,null-sunscreen,1
286314-20220706-0482210843,make_balance-f-cocoa,1
286314-20220706-0595310838,null-honey-wax2,1
286314-20220706-0470210843,null-remover-vio,1
286314-20220706-0418910845,nalc-sunscreen-f,2
286314-20220706-0882210810,fixit-shaker-mb_aw,1
286314-20220706-0882210810,make_balance-f-cocoa,1
286314-20220706-0904310794,makebalance-plane,1
286314-20220706-0521110839,makebalance-plane,1
286314-20220706-0701710830,feel_natural-f-cocoa,1
286314-20220706-0786910817,make_balance-f-cocoa,1
286314-20220706-0415310842,daily_basic-f-banana,1
286314-20220706-0683910830,think_simple-wpi,1
286314-20220706-0822010808,null-honey-wax2,1
286314-20220706-0836910799,daily_basic-f-coffee,1
286314-20220706-0089510854,null-sunscreen,1
286314-20220706-0088610854,nalc-sunscreen-f,2
286314-20220706-0175110850,null-remover-vio,1
286314-20220706-0901110785,makebalance-plane,1
286314-20220706-0811910802,feel_natural_plane,1
286314-20220706-0741310814,nalc-sunscreen-f,2
286314-20220706-0845710784,null-allinone-gel,2
286314-20220706-0774010809,nalc-sunscreen-f,1
286314-20220706-0723010814,fixit-shaker-mb_aw,1
286314-20220706-0723010814,make_balance-f-cocoa,1
286314-20220706-0613710830,nalc-milklotion-f,1
286314-20220706-0669310826,make_balance-f-cocoa,1
286314-20220706-0621110831,null-bbcream,1
286314-20220706-0470010836,nalc-sunscreen-f,1
286314-20220706-0809510788,null-naturalbb-02,1
286314-20220706-0704310816,make_balance-f-matcha,1
286314-20220706-0790410793,null-deodorant-gel,1
286314-20220706-0665910817,nalc-threeprotectgel,1
286314-20220706-0694210815,nalc-sunscreen-f,1
286314-20220706-0694210815,nalc-milklotion-f,1
286314-20220706-0715110806,daily_basic-f-banana,1
286314-20220706-0785910782,make_balance-f-cocoa,1
286314-20220706-0620310827,null-remover-vio,1
286314-20220706-0776110778,shaker_300aw-green,1
286314-20220706-0776110778,think_simple-wpi,1
286314-20220706-0708910804,null-remover-vio,1
286314-20220706-0756210793,makebalance-plane,1
286314-20220706-0161810846,make_balance-f-cocoa,1
286314-20220706-0603510826,null-bodywash,1
286314-20220706-0856510774,make_balance-f-cocoa,1
286314-20220706-0627910812,null-sunscreen,3
286314-20220706-0578410827,make_balance-f-cocoa,1
286314-20220706-0185010845,daily_basic-f-banana,1
286314-20220706-0048110848,null-bodywash-re,1
286314-20220706-0902110771,null-honey-wax2,1
286314-20220706-0532810827,null-aftershave-lotion-c,1
286314-20220706-0532810827,null-remover-vio,1
286314-20220706-0659110787,make_balance-f-cocoa,2
286314-20220706-0654810788,think_simple-wpc,1
286314-20220706-0871610769,daily_basic-f-banana,1
286314-20220706-0871610769,daily_basic-f-strawberry,1
286314-20220706-0441110830,fixit-shaker-mb_aw,1
286314-20220706-0441110830,make_balance-f-cocoa,1
286314-20220706-0583810808,null-deodorant-gel,1
286314-20220706-0392210834,nalc-facewash,1
286314-20220706-0583410799,null-aftershave-lotion-c,1
286314-20220706-0583410799,null-honey-wax2,1
286314-20220706-0571010809,null-remover-vio,1
286314-20220706-0474910824,think_simple-wpi,1
286314-20220706-0448710825,nalc-threeprotectgel,2
286314-20220706-0343010835,daily_basic-f-vanilla,1
286314-20220706-0609110782,aimmx-eyeshadow-02,1
286314-20220706-0538810802,null-deodorant-gel,1
286314-20220706-0514110798,think_simple-wpi,1
286314-20220706-0449310816,null-remover-vio,1
286314-20220706-0755210770,nalc-sunscreen-f,1
286314-20220706-0328210832,nalc-moistlotion,1
286314-20220706-0531610792,null-remover-vio,1
286314-20220706-0619710777,null-remover-vio,1
286314-20220706-0573810785,think_simple-wpi,3
286314-20220706-0349810829,null-perfume-cream,1
286314-20220706-0422310814,null-bbcream,1
286314-20220706-0409610816,make_balance-f-matcha,1
286314-20220706-0346410828,feel_natural_plane,6
286314-20220706-0147710839,think_simple-wpc,1
286314-20220706-0746710771,null-shoepowder,1
286314-20220706-0410110813,make_balance-f-matcha,1
286314-20220706-0503510788,nalc-threeprotectgel,1
286314-20220706-0364810819,null-remover-vio,1
286314-20220706-0033410842,null-bodywash-re,1
286314-20220706-0719310771,null-cleansing,1
286314-20220706-0259810832,null-remover-vio,1
286314-20220706-0469010789,make_balance-f-cocoa,1
286314-20220706-0493110782,null-remover-vio,1
286314-20220706-0319710824,fafra-botanicalmist-defect,1
286314-20220706-0490910781,null-perfume-cream,1
286314-20220706-0425610792,null-deodorant-gel,2
286314-20220706-0339810810,think_simple-wpi,3
286314-20220706-0335610810,null-remover-vio,1
286314-20220706-0336210808,nalc-wrinklelotion,1
286314-20220706-0336210808,nalc-facewash,3
286314-20220706-0263710824,null-remover-vio,1
286314-20220706-0253910827,daily_basic-f-coffee,1
286314-20220706-0246210826,nalc-sunscreen-f,1
286314-20220706-0001210839,null-allinone-gel,1
286314-20220706-0251710820,nalc-threeprotectgel,1
286314-20220706-0272110812,daily_basic-f-fruitsmix,1
286314-20220706-0359810789,think_simple-wpi,1
286314-20220706-0958410754,make_balance-f-cocoa,3
286314-20220706-0307310802,make_balance-f-cocoa,1
286314-20220706-0297410806,make_balance-f-matcha,1
286314-20220706-0297410806,make_balance-f-cocoa,1
286314-20220706-0184810828,make_balance-f-matcha,1
286314-20220706-0312210796,fixit-shaker-mb_aw,1
286314-20220706-0312210796,make_balance-f-cocoa,1
286314-20220706-0312610791,null-remover-vio,1
286314-20220706-0937110754,null-deodorant-gel,1
286314-20220706-0287810799,feel_natural-f-matcha,1
286314-20220706-0688010762,fafra-botanicalmist,1
286314-20220706-0334810789,shaker_300aw-black,1
286314-20220706-0334810789,feel_natural-f-matcha,1
286314-20220706-0224610815,daily_basic-f-coffee,1
286314-20220706-0348410780,make_balance-f-cocoa,1
286314-20220706-0356010785,daily_basic-f-coffee,1
286314-20220706-0334610784,make_balance-f-cocoa,1
286314-20220706-0283910796,feel_natural_plane,1
286314-20220706-0237510808,null-bbcream,2
ts20220706184743,100075,100
ts20220706184743,100061,60
ts20220706184743,100084,80
ts20220706184743,100093,40
ts20220706184743,500004,15
286314-20220706-0188810814,shaker_300aw-green,1
286314-20220706-0188810814,feel_natural_plane,2
286314-20220706-0384610776,null-sunscreen,1
286314-20220706-0045910834,null-remover-vio,1
286314-20220706-0263210794,null-acne-facewash,1
286314-20220706-0030710835,null-remover-vio,1
286314-20220706-0570610767,think_simple-wpi,1
286314-20220706-0180710814,make_balance-f-cocoa,1
286314-20220706-0185910812,daily_basic-f-coffee,1
286314-20220706-0226910801,null-remover-vio,1
286314-20220706-0054210831,daily_basic-f-strawberry,1
286314-20220706-0208510800,daily_basic-f-banana,1
286314-20220706-0492310769,null-bodywash-re,1
286314-20220706-0181210808,daily_basic-f-strawberry,1
286314-20220706-0669010761,daily_basic-f-strawberry,1
286314-20220706-0096810826,null-bodywash-re,3
286314-20220706-0096810826,null-aftershave-lotion,1
286314-20220706-0209410796,think_simple-wpc,2
286314-20220706-0142110813,nalc-moistlotion,3
286314-20220706-0142110813,nalc-milklotion-f,3
286314-20220706-0314410777,feel_natural-f-cocoa,1
286314-20220706-0256410782,daily_basic-f-banana,1
286314-20220706-0883510751,daily_basic-f-coffee,1
286314-20220706-0261610778,daily_basic-f-fruitsmix,1
286314-20220706-0209410789,makebalance-plane,1
286314-20220706-0071310822,fixit-shaker-mb_aw,1
286314-20220706-0071310822,make_balance-f-cocoa,1
286314-20220706-0052110826,null-honey-wax2,1
286314-20220706-0173010794,null-remover-vio,1
286314-20220706-0371910773,null-remover-vio,1
286314-20220706-0225110785,null-remover-vio,1
286314-20220706-0520710765,null-deodorant-gel,1
286314-20220706-0678010758,null-naturalbb-02,1
286314-20220706-0951210743,shaker_300aw-black,1
286314-20220706-0951210743,feel_natural-f-cocoa,1
286314-20220706-0035610817,null-deodorant-gel,1
286314-20220706-0743710754,daily_basic-f-strawberry,1
286314-20220706-0021710816,feel_natural_plane,1
286314-20220706-0017110816,null-remover-vio,1
286314-20220706-0107210792,aimmx-eyeshadow-01,1
286314-20220706-0380210768,null-remover-vio,1
286314-20220706-0861310749,null-honey-wax2,1
286314-20220706-0657610756,null-bodywash,2
286314-20220706-0147010779,nalc-sunscreen-f,2
286314-20220706-0722710752,null-bodywash,1
286314-20220706-0721010752,feel_natural-f-cocoa,1
286314-20220706-0052110794,null-sunscreen,1
286314-20220706-0922610734,null-aftershave-lotion,1
286314-20220706-0363710767,null-honey-wax2,1
286314-20220706-0687910752,makebalance-plane,1
286314-20220706-0599310757,null-sunscreen,1
286314-20220706-0078310782,think_simple-wpi,1
286314-20220706-0479510760,feel_natural_plane,3
286314-20220706-0075510780,daily_basic-f-fruitsmix,1
286314-20220706-0398810762,daily_basic-f-coffee,1
286314-20220706-0730910748,daily_basic-f-fruitsmix,1
286314-20220706-0343210765,daily_basic-f-banana,1
286314-20220706-0915010721,nalc-facewash,1
286314-20220706-0579510754,null-honey-wax,1
286314-20220706-0059410777,null-sunscreen,1
286314-20220706-0934110717,nalc-sunscreen-f,1
286314-20220706-0002210782,null-remover-vio,1
286314-20220706-0914410708,null-remover-vio,1
286314-20220706-0871310721,null-remover-vio,2
286314-20220706-0318910762,null-honey-wax2,1
286314-20220706-0730810744,think_simple-wpc,1
286314-20220706-0782510736,daily_basic-f-coffee,1
286314-20220706-0800810732,weedy-cbddrop5,5
286314-20220706-0877810717,null-remover-vio,1
286314-20220706-0775910736,make_balance-f-cocoa,1
286314-20220706-0846910720,null-honey-wax2,1
286314-20220706-0523410753,daily_basic-f-coffee,1
286314-20220706-0648610746,nalc-sunscreen-f,2
286314-20220706-0765810724,null-honey-wax2,1
286314-20220706-0774510725,null-remover-vio,1
286314-20220706-0045210775,think_simple-wpi,1
286314-20220706-0061710772,make_balance-f-cocoa,1
286314-20220706-0813110708,daily_basic-f-coffee,1
286314-20220706-0299510760,daily_basic-plus_yogurt,1
286314-20220706-0299510760,daily_basic-plus_chocolate,1
286314-20220706-0810510712,null-deodorant-gel,1
286314-20220706-0466310753,make_balance-f-matcha,1
286314-20220706-0387110757,nalc-sunscreen-f,1
286314-20220706-0690410739,null-bodywash-re,1
286314-20220706-0705810730,null-remover-vio,1
286314-20220706-0197110764,null-remover-vio,1
286314-20220706-0648910737,null-acne-facewash,1
286314-20220706-0587610745,make_balance-f-cocoa,2
286314-20220706-0766310709,null-sunscreen,1
286314-20220706-0960810689,makebalance-plane,1
286314-20220706-0768810700,nalc-sunscreen-f,1
286314-20220706-0759510698,think_simple-wpi,1
286314-20220706-0706410718,null-remover-vio,1
286314-20220706-0713410710,is-gf01-ip8p,1
